business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score
Taylor Made Smiles,Franklin,TN,28,2.68,39.29,-0.1071,0.0,-0.25,-0.2143,-0.25,-0.0714
Team Dental - Philadelphia,Philadelphia,PA,35,4.26,80.0,0.2,0.3429,-0.0571,0.0286,0.1429,0.3429
Temple ReadyCare,Jenkintown,PA,33,3.03,51.52,0.0,0.0909,-0.0303,-0.0909,-0.0909,0.0303
Temple ReadyCare,Philadelphia,PA,26,2.62,34.62,-0.0769,-0.0769,0.0,-0.1538,-0.1154,0.0769
Temple University Hospital ,Philadelphia,PA,79,2.1,25.32,-0.2911,-0.3291,-0.2658,-0.2152,-0.2911,-0.3165
Temple University Hospital - Jeanes Campus,Philadelphia,PA,24,1.71,16.67,-0.4583,-0.3333,-0.1667,-0.4167,-0.3333,-0.3333
Tennessee Family Dental - Brentwood,Brentwood,TN,26,3.42,57.69,0.2308,0.3846,-0.1154,0.0,-0.1154,0.0769
Tennessee Orthopaedic Alliance,Nashville,TN,39,2.46,35.9,-0.2051,-0.0769,-0.3333,-0.1538,-0.1795,-0.1282
Tennessee Women's Care,Nashville,TN,44,2.41,34.09,-0.2273,0.0227,-0.2727,-0.0682,-0.0455,-0.0909
Terra Mone Beauty,Narberth,PA,32,4.72,93.75,0.0938,0.3125,0.0,0.2188,0.1562,0.2812
TerraVida Holistic Centers,Abington Township,PA,24,4.08,75.0,0.2083,0.375,0.0833,0.0833,0.0,0.2083
TerraVida Holistic Centers,Malvern,PA,20,3.0,50.0,-0.2,0.2,-0.05,-0.2,0.0,-0.05
"Terry Song, DDS - Access Dental Care",Reno,NV,42,4.38,85.71,0.4048,0.6667,0.1667,0.1667,0.1429,0.4048
Thai Day Spa,Tucson,AZ,27,4.96,100.0,0.1852,0.1481,0.1852,0.1111,0.0741,0.1852
That's The Spot Chiropractic,Tucson,AZ,55,4.49,89.09,0.2364,0.3455,0.2545,0.3091,0.0545,0.1818
The Beauty Collective by Injection Gal,Reno,NV,29,4.55,86.21,0.2759,0.2414,0.1034,0.1724,0.2069,0.1379
The Beauty Lounge,Carmel,IN,51,3.84,70.59,0.1569,0.1765,-0.1176,0.0784,0.0,0.0196
The Boulevard Hair,Webster Groves,MO,100,4.2,78.0,0.07,0.14,0.04,0.07,0.02,0.11
The Busy Body,Tucson,AZ,57,4.79,94.74,0.1579,0.2456,0.1228,0.1053,0.1404,0.2281
The CPAP Shop,West Berlin,NJ,114,3.96,78.07,0.0877,0.114,0.3421,0.0263,0.0439,0.0614
The Camp Transformation Center - Santa Barbara,Santa Barbara,CA,28,4.14,92.86,-0.0357,0.3214,0.0,0.25,0.0714,0.1429
The Continuum,Reno,NV,22,3.91,72.73,0.1818,0.3636,0.0,-0.0455,0.0455,0.3636
The Dispensary,Reno,NV,153,4.0,74.51,0.0588,0.3529,0.1046,0.085,0.098,0.1438
The Downtown Dispensary,Tucson,AZ,51,3.49,64.71,0.0392,0.3137,0.1569,-0.0392,0.0392,0.098
The Energy Spot,Greenwood,IN,20,3.8,75.0,0.0,0.4,0.25,0.1,0.05,0.0
The Eye Institute,Philadelphia,PA,23,2.83,34.78,0.0,0.0435,-0.2174,-0.2174,-0.2174,-0.0435
The Face Company,Saint Louis,MO,24,1.88,20.83,-0.125,-0.0417,-0.0417,0.0,-0.125,-0.2083
The Fix Medical,Tucson,AZ,77,4.75,92.21,0.3636,0.2468,0.2208,0.3506,0.1818,0.1818
The G Spa,Santa Barbara,CA,53,4.08,75.47,0.2642,0.3396,0.0189,0.0943,0.0755,0.0377
The Garden Medical Spa,Voorhees Township,NJ,21,3.86,66.67,0.0,0.2381,-0.1905,0.0,-0.0476,0.0
The Good Feet Store,Creve Coeur,MO,23,2.61,34.78,-0.087,0.0435,-0.087,-0.2174,-0.2174,-0.087
The Good Feet Store,Metairie,LA,34,3.53,55.88,0.2059,0.3529,0.0,0.0882,0.0294,-0.0882
The Good Feet Store,New Orleans,LA,50,4.48,86.0,0.08,0.42,0.1,0.1,0.0,0.0
The Good Feet Store,Reno,NV,20,3.1,55.0,-0.1,0.05,0.05,0.0,-0.3,-0.05
The Good Feet Store,Tucson,AZ,40,2.17,30.0,-0.15,-0.125,-0.3,-0.075,-0.325,-0.075
The Grand Beauty Spa,Tampa,FL,40,4.1,75.0,0.075,0.225,-0.025,0.075,0.025,0.175
The Green Halo,Tucson,AZ,38,3.63,65.79,0.0,0.2105,0.1579,0.0263,0.0,0.0263
The Hot Room Indianapolis,Indianapolis,IN,100,4.64,93.0,0.07,0.42,0.03,0.27,0.05,0.54
The Human's Mechanic,Wesley Chapel,FL,33,4.88,96.97,0.0303,0.2121,0.0,0.1212,0.303,0.0606
The Illustrated Lady,Santa Barbara,CA,25,4.84,96.0,0.12,0.28,0.12,0.32,0.28,0.08
The Joint Chiropractic,Brandon,FL,25,3.8,68.0,0.36,0.24,0.0,0.04,0.04,0.04
The Joint Chiropractic,Goleta,CA,62,3.89,72.58,0.2742,0.3387,0.1452,0.129,0.0323,0.1452
The Joint Chiropractic,Indianapolis,IN,21,4.19,76.19,0.3333,0.4762,0.2381,0.0952,0.0,0.0
The Joint Chiropractic,Meridian,ID,30,3.6,63.33,0.0,0.1667,0.1333,0.1,-0.1,0.0
The Joint Chiropractic,Reno,NV,65,4.06,73.85,0.1846,0.1385,0.1538,0.0923,0.0,0.1385
The Joint Chiropractic,Sparks,NV,45,3.47,53.33,0.0222,0.0222,0.0889,-0.0444,-0.0667,0.0444
The Joint Chiropractic,Tampa,FL,57,4.19,77.19,0.2982,0.1404,-0.0526,0.1579,0.0351,0.0702
The Joint Chiropractic,Tucson,AZ,120,3.55,62.5,0.15,0.2,0.025,0.075,0.05,0.0333
The LASIK Vision Institute,Bala Cynwyd,PA,49,4.0,73.47,0.3265,0.4082,0.102,0.2041,0.3061,0.0816
The LASIK Vision Institute,Tampa,FL,22,4.14,77.27,0.3636,0.5,0.0909,0.0909,0.1818,0.2273
The Looking Glass,St. Petersburg,FL,42,4.14,78.57,0.0238,0.2381,0.1905,0.0714,0.1429,0.0714
The Lotus Room,Nashville,TN,87,4.85,95.4,0.1494,0.2644,0.069,0.1379,0.0805,0.4368
The Massage Loft Channelside,Tampa,FL,68,4.87,94.12,0.0882,0.3088,0.1912,0.1618,0.0882,0.2647
The Massage Spa,St Petersburg,FL,70,4.09,80.0,0.1286,0.3,0.1571,0.1286,0.0,0.2143
The Massage Studio,King of Prussia,PA,39,4.23,84.62,0.1282,0.3077,0.1538,0.0256,0.0513,0.1538
The Men's Room,Edmonton,AB,21,3.38,57.14,0.0952,0.2381,0.0476,0.0952,-0.1429,0.2381
The Movement Chiropractic & Manual Medicine,Franklin,TN,99,4.96,98.99,0.4949,0.2626,0.0202,0.1111,0.2525,0.1717
The Peppermint Room,Gretna,LA,40,4.22,80.0,0.05,0.2,-0.15,0.025,-0.05,0.225
The Polished Bee,Tucson,AZ,21,4.0,76.19,0.0476,-0.0476,0.0476,0.0476,0.0,-0.0476
The Prather Practice,Indianapolis,IN,21,3.86,71.43,0.1429,0.2857,0.0952,0.0952,0.0476,0.0
The Prime Leaf,Tucson,AZ,34,3.35,55.88,0.0,0.2059,-0.0294,0.0882,-0.0882,0.0294
The Refuge Spa,Reno,NV,44,4.59,88.64,0.3636,0.4545,0.0682,0.1818,0.1136,0.2727
The Remedy Room,Metairie,LA,54,4.7,92.59,0.3148,0.5926,0.0926,0.037,0.2037,0.537
The Reno Dentist,Reno,NV,42,2.98,47.62,0.0476,0.1429,-0.1429,-0.0714,-0.0952,-0.0714
The Reproductive Medicine Group,Tampa,FL,33,1.97,24.24,-0.4545,-0.1212,-0.4242,-0.1818,-0.4545,-0.2121
The Salvation Army Family Store & Donation Center,Philadelphia,PA,44,3.48,54.55,0.0455,0.0682,0.0909,0.0227,-0.0909,0.0227
The Shave Cave,St. Petersburg,FL,105,4.24,79.05,0.0476,0.381,0.0857,0.1429,0.0,0.1333
The Skin Studio,New Orleans,LA,23,4.39,82.61,0.5652,0.2609,0.0,0.1739,0.2609,0.0435
The Smile Company Dental Care,Maryland Heights,MO,35,2.31,31.43,-0.3143,0.0,-0.3143,-0.1714,-0.3429,-0.3714
The Smile Shop Pediatric Dentistry,Reno,NV,35,3.26,54.29,-0.0857,0.1143,-0.0857,-0.0286,0.0286,0.0
The Spa Terme Di Aroma,Philadelphia,PA,209,4.55,90.43,0.1818,0.445,0.1148,0.3349,0.0574,0.2919
The Spa and Sauna,Reno,NV,90,4.34,83.33,0.0778,0.3111,0.0778,0.1333,0.2222,0.0889
The Spine Shop Chiropractic,Nashville,TN,42,4.95,97.62,0.3571,0.1905,0.3571,0.1429,0.1667,0.1905
The Sporting Club at the Bellevue,Philadelphia,PA,150,3.54,62.0,0.0,0.12,0.0333,0.18,-0.0733,0.2533
The Studio Salon,Eagle,ID,42,4.67,90.48,0.0714,0.1905,0.0952,0.1905,0.1667,0.2143
The Summit at Rittenhouse,Philadelphia,PA,33,4.73,93.94,0.1515,0.3333,0.1212,0.1212,0.3636,0.3333
The Tanning Zone,Ewing Township,NJ,29,4.38,86.21,0.0345,0.5862,0.3103,0.1379,0.1034,0.5172
The Urgent Care - Westbank,Gretna,LA,81,3.88,70.37,0.3086,0.4568,-0.0494,0.0988,-0.0247,0.1111
The Vitamin Shoppe,Reno,NV,34,3.03,52.94,0.0,-0.0294,0.1471,-0.0294,-0.0882,0.0588
The Woman's Group,Tampa,FL,50,2.2,26.0,-0.36,-0.18,-0.28,-0.26,-0.24,-0.2
The Woodhouse Day Spa - Carmel,Carmel,IN,71,3.99,73.24,0.1127,0.2958,0.0563,0.2394,0.0423,0.493
The Woodhouse Day Spa - Nashville,Nashville,TN,44,4.55,86.36,0.0682,0.25,0.0455,0.1818,0.0227,0.3182
The Woodhouse Day Spa - Zionsville,Zionsville,IN,24,4.12,70.83,0.0417,0.375,0.2083,0.125,0.125,0.3333
Then Comes Baby,Santa Barbara,CA,67,4.73,92.54,0.1343,0.3433,0.0149,0.1194,0.2985,0.0746
Therapeutic Elements Center for Massage Therapy,Clearwater,FL,22,4.59,90.91,0.1818,0.2727,0.0455,0.1818,0.1818,0.0909
"Thomas Blake, DDS",Santa Barbara,CA,25,4.84,96.0,0.36,0.68,0.12,0.2,0.16,0.6
Thomas Jefferson University Hospital,Philadelphia,PA,143,2.36,30.77,-0.2587,-0.2168,-0.1399,-0.2448,-0.2098,-0.2517
"Thomas Nabors, DDS",Nashville,TN,24,4.5,83.33,0.3333,0.625,0.125,0.0833,0.25,0.4583
Thrive Chiropractic,Boise,ID,24,5.0,100.0,0.2917,0.5,0.0417,0.125,0.2083,0.2083
Tibet Healing Spa,Philadelphia,PA,66,4.11,75.76,0.0758,0.1212,0.1818,0.0455,0.0455,0.1515
Todd's Body Shop,Reno,NV,27,4.44,88.89,0.4074,0.4444,0.1111,0.1111,0.1481,0.0
Toothfairy Pediatric Dental - Reno,Reno,NV,21,4.62,85.71,0.2381,0.7143,0.0952,0.1429,0.1905,0.2381
Top Nail and Spa,Fairless Hills,PA,37,3.3,51.35,-0.027,0.1351,0.1622,0.0541,-0.1081,0.1081
Toppers Spa/Salon - Devon,Wayne,PA,59,3.12,45.76,-0.0339,-0.1356,-0.1356,-0.1356,0.0,-0.1356
Toppers Spa/Salon Marlton,Marlton,NJ,48,3.27,47.92,-0.0625,0.0625,-0.1667,-0.1042,-0.1458,0.0417
Toppers Spa/Salon Rittenhouse Square,Philadelphia,PA,150,3.17,52.0,0.0133,0.04,-0.0667,-0.0867,-0.0133,-0.0533
Toppers Spa/salon Newtown,Newtown,PA,33,3.12,45.45,-0.0606,-0.0606,-0.1515,-0.1818,-0.0303,-0.1212
Tortolita Dental Group and Orthodontics,Tucson,AZ,29,3.76,65.52,0.1034,0.2759,-0.0345,0.069,0.0345,0.2414
Total Access Urgent Care,Saint Louis,MO,532,4.47,86.84,0.6034,0.6184,0.0639,0.2669,0.1053,0.3271
Total Access Urgent Care,St. Louis,MO,30,3.93,66.67,0.4667,0.4667,-0.1333,0.0333,0.0333,0.2
Total Access Urgent Care,Town and Country,MO,56,4.46,85.71,0.5714,0.6607,0.1071,0.3036,0.25,0.2857
Touch Point Foot Reflexology,New Orleans,LA,152,4.59,92.11,0.0329,0.1908,0.1447,0.0526,0.0197,0.2237
Touro Infirmary,New Orleans,LA,42,3.19,52.38,-0.0714,0.1429,-0.1429,-0.0714,-0.1429,-0.0714
Tower Health Urgent Care,Doylestown,PA,22,3.73,63.64,0.3182,0.3636,0.0,-0.0909,-0.0455,0.0455
Tower Health Urgent Care,Exton,PA,23,2.91,43.48,-0.087,0.2174,-0.1304,-0.087,-0.0435,0.0435
Tower Health Urgent Care,Oaks,PA,24,3.12,45.83,0.0833,0.0833,0.0417,-0.0833,-0.0833,0.0833
Tower Health Urgent Care,Plymouth Meeting,PA,20,3.2,55.0,0.2,0.3,-0.2,0.25,-0.05,0.05
Tower Health Urgent Care,Villanova,PA,31,2.87,48.39,0.0323,0.0968,-0.2581,0.0,-0.2258,0.0
Tower Radiology - Wesley Chapel,Wesley Chapel,FL,25,1.76,16.0,-0.32,-0.2,-0.2,-0.32,-0.28,-0.32
Traders Point Dental,Indianapolis,IN,62,4.85,96.77,0.3226,0.7419,0.1613,0.2742,0.2742,0.629
Tranquility Wellness Spa,St. Petersburg,FL,52,4.1,75.0,0.1538,0.3269,-0.0577,0.0962,0.0192,0.2308
Trappe Pediatrics,Collegeville,PA,30,2.63,36.67,-0.2,-0.0667,-0.1333,-0.0667,-0.1,-0.1667
Tre MedSpa,Tampa,FL,33,3.73,69.7,0.1212,0.2121,-0.0606,0.0909,0.1515,0.1212
Tree of Zen Spa,Philadelphia,PA,68,3.34,55.88,0.1176,0.0735,0.0,-0.0882,0.0294,0.0147
Trend Eye Care,Philadelphia,PA,198,4.8,94.95,0.5,0.7222,0.2626,0.2323,0.2323,0.1768
"Trevor Denny, DDS",Santa Barbara,CA,82,4.79,93.9,0.2561,0.7317,0.0732,0.1341,0.2073,0.5488
Tri County Eye Physicians & Surgeons,Southampton,PA,32,2.62,31.25,-0.125,-0.0312,-0.3438,0.0,0.0938,-0.0938
Tri-County Eye Physicians & Surgeons,Doylestown,PA,21,1.62,14.29,-0.2381,-0.4286,-0.2381,-0.1429,-0.0476,-0.381
TriStar Centennial Medical Center,Nashville,TN,54,2.37,31.48,-0.2593,-0.1852,-0.2407,-0.2778,-0.1852,-0.1481
TriStar Skyline Medical Center,Nashville,TN,46,2.67,39.13,-0.1304,-0.0435,-0.1087,-0.2609,-0.1304,-0.2174
TriStar Southern Hills Medical Center,Nashville,TN,24,3.46,62.5,0.0,0.1667,-0.0833,0.2083,-0.0417,-0.0417
TriStar Stonecrest Medical Center,Smyrna,TN,37,2.24,29.73,-0.1892,-0.1351,-0.1622,-0.3243,-0.2432,-0.1622
TriStar Summit Medical Center,Hermitage,TN,59,2.03,25.42,-0.3898,-0.322,-0.2881,-0.339,-0.3559,-0.3559
TropiCali Beauty Boutique,Santa Barbara,CA,35,4.66,91.43,0.0857,0.2286,0.0857,0.0571,0.1143,0.0571
True Eye Experts,Tampa,FL,57,3.74,66.67,0.2632,0.4035,-0.0702,0.0175,0.1579,0.0877
True Skin Laser Spa,Glenside,PA,27,3.48,55.56,0.0741,0.1852,-0.0741,0.1111,0.037,0.1481
Trulieve - Tampa,Tampa,FL,75,3.21,53.33,0.0133,0.1333,0.0,-0.1067,-0.0133,0.0267
Trusting Connections,Tucson,AZ,26,4.0,73.08,0.1923,0.2692,-0.0385,0.1154,0.0,0.1154
Tucson Acupuncture Co-op,Tucson,AZ,25,4.72,92.0,0.44,0.44,0.2,0.08,0.16,0.32
Tucson Community Acupuncture,Tucson,AZ,32,4.72,90.62,0.4375,0.2812,0.3125,0.125,0.25,0.375
Tucson Cosmetics,Tucson,AZ,30,4.57,90.0,0.4667,0.7,0.0667,0.1,0.1667,0.1667
Tucson Ear Nose & Throat,Tucson,AZ,78,1.85,20.51,-0.3974,-0.2821,-0.2179,-0.4744,-0.2821,-0.4359
Tucson Family Medicine,Tucson,AZ,23,2.09,17.39,-0.5217,-0.3913,-0.1304,-0.2609,-0.2609,-0.3478
Tucson Massage Company,Tucson,AZ,63,4.81,95.24,0.1746,0.2222,0.1111,0.0635,0.127,0.1746
Tucson Medical Center,Tucson,AZ,165,2.78,43.64,-0.0121,0.0121,-0.0485,-0.1879,-0.097,-0.0909
Tucson Orthopaedic Institute PC,Tucson,AZ,53,2.36,30.19,-0.3208,-0.1698,-0.2075,-0.2075,-0.2264,-0.1509
Tucson Orthopedic Institute,Tucson,AZ,49,2.08,24.49,-0.449,-0.1429,-0.2041,-0.2857,-0.3673,-0.2245
Tucson Spectrum Dentistry,Tucson,AZ,42,3.43,61.9,0.0476,0.2857,0.0714,-0.0238,0.0238,-0.0238
Tulane Medical Center,New Orleans,LA,48,2.42,33.33,-0.2708,-0.1875,-0.2083,-0.25,-0.125,-0.1875
U City Foot Massage & Relaxing Center,Saint Louis,MO,65,4.74,93.85,0.0462,0.2769,0.2462,0.0769,0.0308,0.2154
Ultimate Image Cosmetic Medical Center,Clearwater,FL,58,4.0,72.41,0.3103,0.4655,-0.0345,0.1207,0.1724,0.2414
Ultra Medic Skin,Edmonton,AB,23,1.13,4.35,-0.4783,-0.4348,-0.2174,-0.5217,-0.3478,-0.3478
Under Your Skin Tattoo & Body Piercing,Sparks,NV,62,4.23,79.03,0.0484,0.3871,0.2419,0.0161,0.129,0.3226
Unite Fitness - Philly East,Philadelphia,PA,87,4.77,95.4,0.069,0.3908,0.1609,0.1724,0.1379,0.2069
Unite Fitness - Rittenhouse,Philadelphia,PA,30,4.93,100.0,0.0333,0.5,0.1667,0.1333,0.2333,0.4
University City Center For Eye Care,Philadelphia,PA,34,3.38,58.82,0.2059,0.2647,0.3235,0.1471,-0.0882,0.1176
University Medical Center - New Orleans,New Orleans,LA,55,2.36,34.55,-0.1818,-0.1455,-0.0727,-0.2727,-0.1636,-0.0545
University of Pennsylvania School of Dental Medicine,Philadelphia,PA,47,2.13,27.66,-0.1489,-0.1915,-0.383,-0.2979,-0.1489,-0.0638
Updegraff Laser Vision,St. Petersburg,FL,40,3.8,65.0,0.125,0.325,0.05,0.225,0.125,0.1
Upscale Massage,Santa Barbara,CA,58,4.57,91.38,0.0345,0.4138,0.2241,0.0862,0.1207,0.2069
Urban Optics Optometric Center,Santa Barbara,CA,105,4.83,95.24,0.4,0.6095,0.2095,0.1143,0.2381,0.2571
Urban Optiks,Indianapolis,IN,23,4.61,91.3,0.3913,0.6087,0.2609,0.2174,0.2174,0.3043
Urgent Care Eleven,New Orleans,LA,36,4.5,88.89,0.5556,0.6389,0.1111,0.2778,0.1111,0.5556
Urgent Care by Urgent Specialists,Tucson,AZ,23,4.3,82.61,0.6957,0.6087,-0.1304,0.2609,0.1739,0.2609
Urology Nevada,Reno,NV,25,1.96,24.0,-0.36,-0.4,-0.12,-0.4,-0.32,-0.24
Usf Health,Tampa,FL,29,2.41,34.48,-0.069,-0.1034,-0.1379,0.069,-0.1379,-0.069
Uxi Duxi,New Orleans,LA,25,4.36,84.0,0.08,0.28,0.08,0.12,0.24,-0.04
VA Sierra Nevada Health Care System,Reno,NV,38,3.47,63.16,0.3421,0.2895,0.0789,0.0263,0.0,0.0263
VF Nail Bar & Spa,King of Prussia,PA,29,3.76,68.97,0.0345,0.1379,0.0345,0.1034,0.0,0.069
VIP Eye Care & Optical Boutique,St Petersburg,FL,26,4.58,88.46,0.5,0.7308,0.3077,0.1154,0.1923,0.1154
Valerie Morrison,Philadelphia,PA,30,3.43,60.0,0.1,-0.0333,-0.0333,-0.0667,0.0667,0.2
Valley Endodontics & Oral Surgery,Tucson,AZ,24,3.92,70.83,0.125,0.4167,-0.0833,0.1667,0.1667,0.1667
Vanderbilt Emergency Room,Nashville,TN,25,1.84,16.0,-0.36,-0.36,-0.12,-0.52,-0.2,-0.32
Vanderbilt Health One Hundred Oaks,Nashville,TN,27,2.3,25.93,-0.1852,-0.1852,-0.1852,-0.2222,-0.2222,-0.1481
Vanderbilt University Medical Center,Nashville,TN,102,3.13,51.96,0.0882,0.2157,-0.0686,-0.0686,-0.0098,0.0
Vanishing Point Laser Tattoo Removal,Maplewood,MO,34,4.88,97.06,0.3824,0.2941,0.2353,0.1765,0.5,0.0294
Vein & Cosmetic Center of Tampa Bay,Tampa,FL,30,3.97,73.33,0.0,0.2,0.0333,0.0,0.1333,0.2667
Venus Med Spa,Riverview,FL,21,3.67,61.9,-0.0476,-0.0476,-0.1429,0.0476,0.1429,0.0476
Venus Med Spa,Tampa,FL,49,4.51,85.71,0.2245,0.3265,0.1837,-0.0204,0.1837,0.0408
Venus Nails & Spa,St Petersburg,FL,64,3.47,59.38,0.0312,0.1562,0.0938,0.0469,-0.0625,0.0625
"Veronika V Vazquez, DDS",Reno,NV,40,4.32,82.5,0.375,0.5,0.075,-0.025,0.225,0.5
Verus Healthcare,Franklin,TN,114,1.36,7.89,-0.4035,-0.0877,-0.4912,-0.2895,-0.386,-0.1316
Vicente Family Dentistry,Brandon,FL,29,4.69,89.66,0.2414,0.5517,0.3448,0.1034,0.1379,0.6207
VidaFlo Nashville,Nashville,TN,51,4.29,80.39,0.098,0.3725,0.0,-0.0392,0.0588,0.1373
Virtua Memorial Hospital,Mount Holly,NJ,50,1.8,16.0,-0.34,-0.26,-0.26,-0.5,-0.28,-0.28
Virtua Voorhees Hospital,Voorhees,NJ,55,2.64,41.82,-0.0545,0.0182,-0.0545,-0.2,-0.1273,0.0
Virtua W Jersey Hospital-Voorhees-Emergency Dept,Voorhees Township,NJ,29,2.34,34.48,-0.1724,-0.2069,-0.1379,-0.2759,-0.2759,-0.069
Visio Eyecare,Philadelphia,PA,43,4.7,90.7,0.4651,0.5349,0.3023,0.2326,0.3023,0.2558
Visionary Eyeworks,Nashville,TN,40,4.35,82.5,0.175,0.325,0.05,0.05,0.075,0.25
Visionworks,Bala Cynwyd,PA,23,3.0,47.83,0.0,0.1739,0.087,0.0,0.087,-0.0435
Visionworks,Brandon,FL,38,2.66,39.47,-0.1579,-0.1053,-0.1842,-0.1053,-0.1579,-0.0263
Visionworks,Palm Harbor,FL,31,2.45,32.26,-0.129,-0.129,-0.0645,-0.2258,-0.2581,-0.129
Visionworks,Plymouth Meeting,PA,21,3.38,57.14,0.0952,0.2857,0.0952,-0.0952,0.0,-0.0476
Visionworks,Port Richey,FL,21,3.24,57.14,-0.0476,0.1905,-0.0952,-0.1429,-0.0476,-0.0476
Visionworks,St Petersburg,FL,74,3.58,63.51,-0.0405,0.2027,0.1081,-0.0811,-0.0676,-0.0541
Visionworks,Tampa,FL,71,2.85,46.48,-0.0423,0.0704,-0.0845,-0.0563,-0.0141,-0.0423
Visionworks Columbus Commons,Philadelphia,PA,33,2.45,33.33,-0.1515,-0.0909,-0.3333,-0.3333,-0.3333,-0.0909
Visionworks Doctors of Optometry,Brentwood,TN,26,2.42,34.62,-0.1538,-0.0769,-0.0769,-0.3462,-0.1154,-0.0769
Visionworks Doctors of Optometry,Hendersonville,TN,20,2.3,30.0,0.0,-0.05,-0.1,-0.2,-0.25,-0.1
Visionworks Doctors of Optometry,Mt  Juliet,TN,24,2.21,29.17,-0.2083,0.0,-0.2083,-0.125,-0.2083,-0.125
Visionworks Doctors of Optometry,Nashville,TN,58,2.67,41.38,-0.1379,-0.1724,-0.069,-0.2241,-0.2241,-0.1379
Visionworks Edgmont Square,Newtown Square,PA,24,1.67,12.5,-0.4583,-0.25,-0.4167,-0.3333,-0.3333,-0.125
Visionworks King of Prussia Mall,King of Prussia,PA,21,1.76,14.29,-0.2857,-0.2381,-0.381,-0.1905,-0.4286,-0.0952
Visionworks Meadowood Mall,Reno,NV,50,3.54,62.0,0.04,0.16,0.06,-0.08,-0.06,0.06
Visionworks Montgomery Mall,North Wales,PA,20,2.3,35.0,-0.05,-0.05,-0.15,-0.25,-0.1,-0.15
Visionworks Pontchartrain Place,Metairie,LA,27,2.89,44.44,0.0,0.1852,-0.1111,-0.037,-0.2222,0.0
Visionworks Quarry Center,Havertown,PA,39,2.9,41.03,-0.0769,-0.0256,0.0256,-0.1282,-0.0256,0.0256
Visionworks Renaissance Square,Clearwater,FL,29,3.9,72.41,0.3448,0.4483,0.1034,0.0,0.1379,0.1034
Visionworks The Court at Upper Providence,Royersford,PA,21,2.9,42.86,-0.0952,-0.2381,-0.0476,-0.1905,-0.2381,0.0
Visiting Angels,Bryn Mawr,PA,21,4.9,100.0,0.7619,0.3333,0.1429,0.2857,0.2857,0.1905
Vista Dental Care,Sparks,NV,29,4.21,79.31,0.2414,0.4483,0.069,0.2069,0.0,0.4138
Vital Form Chiropractic,Franklin ,TN,29,4.86,96.55,0.4828,0.1034,0.0345,0.1379,0.2069,0.1379
Vitalant - Reno,Reno,NV,26,4.46,88.46,0.1538,0.5385,0.0769,0.3077,0.1154,0.3077
"Viva Nails, Hair & Spa",Philadelphia,PA,68,3.31,52.94,-0.0441,0.0,-0.0588,-0.0882,-0.0588,0.0882
Vogue Nails of Sugar Valley,Nashville,TN,20,4.6,85.0,0.05,0.4,0.05,0.15,0.05,0.4
Vons,Montecito,CA,77,2.44,29.87,-0.026,-0.1299,0.026,-0.0909,-0.0909,-0.0519
Wagner Chiropractic,Santa Barbara,CA,27,5.0,100.0,0.4444,0.5556,0.1481,0.1481,0.1481,0.2593
Walgreens,New Orleans,LA,50,2.48,34.0,-0.06,-0.16,-0.06,0.0,-0.14,-0.04
Walker Dentistry,Fishers,IN,22,4.64,90.91,0.3182,0.6364,0.0455,0.0455,0.2273,0.5909
Walmart,Hatfield,PA,39,1.77,12.82,-0.1026,-0.2821,-0.1538,-0.1795,-0.1795,0.0
Walmart Supercenter,Harvey,LA,24,2.46,25.0,0.0,-0.1667,-0.0833,-0.0833,-0.0417,-0.0417
Walmart Supercenter,Philadelphia,PA,192,1.62,8.33,-0.0938,-0.2708,-0.1406,-0.1927,-0.099,-0.1458
Walmart Supercenter,St Petersburg,FL,48,2.94,45.83,-0.0208,0.1458,-0.0625,0.0625,-0.125,0.125
Walmart Supercenter,Tucson,AZ,26,2.0,23.08,-0.1154,-0.1923,-0.0769,-0.1538,-0.1154,-0.0385
"Walter C Dukes, DDS",Santa Barbara,CA,32,5.0,100.0,0.1562,0.6875,0.1562,0.2188,0.2188,0.625
Warby Parker,Nashville,TN,30,4.47,86.67,0.0667,0.5333,0.2,0.1,0.1667,0.0333
Warby Parker,New Orleans,LA,54,4.06,75.93,0.0741,0.5,0.2037,0.1111,0.0556,0.0741
Warby Parker,Philadelphia,PA,59,4.0,74.58,0.1356,0.339,0.3051,0.0678,0.1525,0.1356
Warby Parker,Tampa,FL,32,4.59,90.62,0.0938,0.5625,0.2812,0.3125,0.1562,0.0625
We Wax That Spa,Rock Hill,MO,126,4.76,93.65,0.1032,0.3492,0.2222,0.1429,0.1032,0.1032
Webster Dental Care,Saint Louis,MO,23,3.43,56.52,0.1739,0.1739,0.1739,-0.1739,-0.1304,0.0
Wedgewood Pharmacy,Swedesboro,NJ,154,2.19,27.27,-0.1494,-0.0325,-0.2078,-0.2597,-0.2532,-0.026
Wee Massage,Philadelphia,PA,32,3.47,59.38,-0.0312,0.1562,0.0625,0.0,-0.0938,0.2188
Weed World Candies,New Orleans,LA,23,1.09,0.0,-0.0435,-0.087,-0.1304,-0.0435,-0.2609,0.0
Wegmans,King of Prussia,PA,221,3.78,70.59,0.0226,0.0905,0.1946,0.0226,-0.0543,0.095
Wegmans,Mount Laurel,NJ,121,3.94,72.73,0.0083,0.1653,0.1983,0.0826,-0.0083,0.1074
