business_name,city,state,total_reviews,avg_stars,positive_review_ratio,doctor_care_score,staff_behavior_score,billing_cost_score,wait_time_score,communication_score,cleanliness_facility_score,stars_norm,sentiment_norm,reviews_norm,positive_aspects,negative_penalty,recommendation_score,recommendation_percentile,evidence_strength,doctor_vs_peer,staff_vs_peer,billing_vs_peer,wait_vs_peer,communication_vs_peer,cleanliness_vs_peer,stars_vs_peer,positive_ratio_vs_peer
SSM Health St Clare Hospital,Fenton,MO,44,2.2,27.27,-0.1591,-0.25,-0.1364,-0.2273,-0.1818,-0.2045,0.299999999925,0.2727,0.0409556313992475,-0.19885,0.0,12.45,10.42,Medium,-0.2328,-0.4459,-0.118,-0.2296,-0.1864,-0.2947,-1.3874,-36.0769
BioLife Plasma Services,Greenwood,IN,30,2.2,26.67,-0.2667,-0.2333,-0.1,-0.3,-0.2,0.0,0.299999999925,0.2667,0.0170648464163531,-0.175,0.0,12.42,10.38,Low,-0.3404,-0.4292,-0.0816,-0.3023,-0.2046,-0.0902,-1.3874,-36.6769
Pottstown Hospital,Pottstown,PA,24,2.25,25.0,-0.1667,-0.125,-0.2917,-0.25,-0.2917,-0.0833,0.312499999921875,0.25,0.0068259385665412,-0.166675,0.0,12.39,10.33,Low,-0.2404,-0.3209,-0.2733,-0.2523,-0.2963,-0.1735,-1.3374,-38.3469
Carondelet St. Mary's Hospital,Tucson,AZ,55,2.18,29.09,-0.2909,-0.1636,-0.2909,-0.1818,-0.1818,-0.2909,0.29499999992625,0.2909,0.0597269624572359,-0.2318,0.0,12.38,10.29,Medium,-0.3646,-0.3595,-0.2725,-0.1841,-0.1864,-0.3811,-1.4074,-34.2569
Lower Bucks Hospital,Bristol,PA,29,2.34,31.03,-0.2759,-0.2414,-0.2759,-0.2759,-0.4138,-0.2069,0.3349999999162499,0.3103,0.0153583617747178,-0.2845,0.0,12.35,10.25,Low,-0.3496,-0.4373,-0.2575,-0.2782,-0.4184,-0.2971,-1.2474,-32.3169
ChristianaCare Christiana Hospital,Newark,DE,91,2.15,28.57,-0.3297,-0.2198,-0.1429,-0.3516,-0.2527,-0.2527,0.2874999999281249,0.2857,0.1211604095561072,-0.263725,0.0,12.31,10.2,Medium,-0.4034,-0.4157,-0.1245,-0.3539,-0.2573,-0.3429,-1.4374,-34.7769
America's Best Contacts & Eyeglasses,Largo,FL,36,2.14,27.78,-0.1111,-0.1944,-0.1667,-0.0833,-0.3611,-0.0833,0.28499999992875,0.2778,0.027303754266165,-0.187475,0.0,12.16,10.16,Low,-0.1848,-0.3903,-0.1483,-0.0856,-0.3657,-0.1735,-1.4474,-35.5669
Rite Aid,Ardmore,PA,27,2.3,22.22,-0.037,-0.3333,0.037,-0.1111,-0.1111,-0.1481,0.3249999999187499,0.2221999999999999,0.0119453924914471,-0.157375,0.0185,12.15,10.12,Low,-0.1107,-0.5292,0.0554,-0.1134,-0.1157,-0.2383,-1.2874,-41.1269
Planned Parenthood - Southern Arizona Regional Health Center,Tucson,AZ,42,2.21,26.19,-0.1905,-0.1905,-0.1429,-0.3571,-0.1667,-0.2619,0.302499999924375,0.2619,0.0375426621159768,-0.2024,0.0,12.14,10.07,Medium,-0.2642,-0.3864,-0.1245,-0.3594,-0.1713,-0.3521,-1.3774,-37.1569
ImmediaDent - Urgent Dental Care,Indianapolis,IN,23,2.17,26.09,0.0,-0.087,-0.2174,-0.3913,-0.3043,-0.2609,0.292499999926875,0.2609,0.0051194539249059,-0.16305,0.0,12.11,10.03,Low,-0.0737,-0.2829,-0.199,-0.3936,-0.3089,-0.3511,-1.4174,-37.2569
Largo Medical Center,Largo,FL,22,2.27,31.82,-0.3182,-0.1364,-0.3182,-0.3636,-0.3636,-0.2727,0.317499999920625,0.3182,0.0034129692832706,-0.272725,0.0,12.08,9.99,Low,-0.3919,-0.3323,-0.2998,-0.3659,-0.3682,-0.3629,-1.3174,-31.5269
Heritage Medical Associates,Nashville,TN,34,2.29,29.41,-0.1765,-0.1765,-0.3235,-0.1176,-0.3824,-0.3529,0.322499999919375,0.2941,0.0238907849828943,-0.272075,0.0,11.94,9.94,Low,-0.2502,-0.3724,-0.3051,-0.1199,-0.387,-0.4431,-1.2974,-33.9369
Center For Neurosciences,Tucson,AZ,68,2.24,29.41,-0.3382,-0.3088,-0.1029,-0.2941,-0.2941,-0.25,0.3099999999225,0.2941,0.081911262798495,-0.297775,0.0,11.93,9.9,Medium,-0.4119,-0.5047,-0.0845,-0.2964,-0.2987,-0.3402,-1.3474,-33.9369
Community Hospital South,Indianapolis,IN,35,2.29,28.57,-0.3714,-0.3143,-0.1714,-0.2571,-0.2571,-0.1143,0.322499999919375,0.2857,0.0255972696245296,-0.264275,0.0,11.92,9.86,Low,-0.4451,-0.5102,-0.153,-0.2594,-0.2617,-0.2045,-1.2974,-34.7769
Fitness 360 - Clearwater,Clearwater,FL,31,2.16,22.58,0.0,-0.1613,-0.3226,-0.0645,-0.1613,-0.2258,0.2899999999275,0.2257999999999999,0.0187713310579884,-0.1371,0.0,11.88,9.81,Low,-0.0737,-0.3572,-0.3042,-0.0668,-0.1659,-0.316,-1.4274,-40.7669
Florida Orthopaedic Institute,Brandon,FL,41,2.12,26.83,-0.1951,-0.1951,-0.3171,-0.3902,-0.2439,-0.122,0.27999999993,0.2683,0.0358361774743415,-0.189025,0.0,11.86,9.75,Medium,-0.2688,-0.391,-0.2987,-0.3925,-0.2485,-0.2122,-1.4674,-36.5169
Med Center,Santa Barbara,CA,130,2.09,26.92,-0.3308,-0.3154,-0.1154,-0.2769,-0.3385,-0.1923,0.2724999999318749,0.2692,0.1877133105798844,-0.29425,0.0,11.84,9.64,High,-0.4045,-0.5113,-0.097,-0.2792,-0.3431,-0.2825,-1.4974,-36.4269
Santa Barbara Behavioral Health,Goleta,CA,31,2.19,29.03,-0.2903,-0.1613,-0.3548,-0.0968,-0.2581,-0.2258,0.297499999925625,0.2903,0.0187713310579884,-0.233875,0.0,11.79,9.6,Low,-0.364,-0.3572,-0.3364,-0.0991,-0.2627,-0.316,-1.3974,-34.3169
CVS Pharmacy,Apollo Beach,FL,35,2.11,20.0,-0.1714,-0.0857,-0.1429,-0.1429,-0.1143,-0.0571,0.2774999999306249,0.2,0.0255972696245296,-0.107125,0.0,11.57,9.55,Low,-0.2451,-0.2816,-0.1245,-0.1452,-0.1189,-0.1473,-1.4774,-43.3469
All Florida Orthopaedic Associates,Saint Petersburg,FL,42,2.17,28.57,-0.3571,-0.1667,-0.2143,-0.3333,-0.2381,-0.2381,0.292499999926875,0.2857,0.0375426621159768,-0.2499999999999999,0.0,11.48,9.51,Medium,-0.4308,-0.3626,-0.1959,-0.3356,-0.2427,-0.3283,-1.4174,-34.7769
Massage Envy - Ardmore,Ardmore,PA,37,2.11,21.62,-0.1892,-0.1351,-0.2162,-0.1081,-0.1892,-0.027,0.2774999999306249,0.2162,0.0290102389078003,-0.135125,0.0,11.46,9.47,Low,-0.2629,-0.331,-0.1978,-0.1104,-0.1938,-0.1172,-1.4774,-41.7269
Labcorp,Nashville,TN,29,2.03,20.69,-0.1034,-0.1034,-0.069,-0.3793,-0.1724,0.0345,0.2574999999356249,0.2069,0.0153583617747178,-0.086175,0.0,11.4,9.38,Low,-0.1771,-0.2993,-0.0506,-0.3816,-0.177,-0.0557,-1.5574,-42.6569
The Woman's Group,Tampa,FL,50,2.2,26.0,-0.36,-0.18,-0.28,-0.26,-0.24,-0.2,0.299999999925,0.26,0.0511945392490593,-0.245,0.0,11.37,9.34,Medium,-0.4337,-0.3759,-0.2616,-0.2623,-0.2446,-0.2902,-1.3874,-37.3469
Good Shepherd Penn Partners,Bryn Mawr,PA,29,2.0,27.59,-0.1724,-0.069,-0.4828,-0.1034,-0.2414,-0.1724,0.2499999999375,0.2759,0.0153583617747178,-0.1638,0.0,11.35,9.29,Low,-0.2461,-0.2649,-0.4644,-0.1057,-0.246,-0.2626,-1.5874,-35.7569
CVS Pharmacy,Cherry Hill,NJ,49,2.1,24.49,-0.102,-0.2449,-0.1224,-0.1633,-0.3265,-0.0816,0.27499999993125,0.2448999999999999,0.049488054607424,-0.18875,0.0,11.34,9.25,Medium,-0.1757,-0.4408,-0.104,-0.1656,-0.3311,-0.1718,-1.4874,-38.8569
"Natalia Baldo, MD",Reno,NV,28,2.29,28.57,-0.25,-0.2857,-0.0714,-0.2857,-0.3571,-0.25,0.322499999919375,0.2857,0.0136518771330825,-0.2857,0.0,11.31,9.21,Low,-0.3237,-0.4816,-0.053,-0.288,-0.3617,-0.3402,-1.2974,-34.7769
Medcheck,Carmel,IN,20,2.3,25.0,-0.45,0.0,0.0,-0.2,-0.25,-0.25,0.3249999999187499,0.25,0.0,-0.2375,0.0,11.25,9.14,Low,-0.5237,-0.1959,0.0184,-0.2023,-0.2546,-0.3402,-1.2874,-38.3469
"Genesis OB Gyn, PC",Tucson,AZ,42,2.17,28.57,-0.2857,-0.2381,-0.1667,-0.3333,-0.3333,-0.2143,0.292499999926875,0.2857,0.0375426621159768,-0.26785,0.0,11.12,9.05,Medium,-0.3594,-0.434,-0.1483,-0.3356,-0.3379,-0.3045,-1.4174,-34.7769
Walmart Supercenter,Tucson,AZ,26,2.0,23.08,-0.1154,-0.1923,-0.0769,-0.1538,-0.1154,-0.0385,0.2499999999375,0.2307999999999999,0.0102389078498118,-0.1153999999999999,0.0,11.12,9.05,Low,-0.1891,-0.3882,-0.0585,-0.1561,-0.12,-0.1287,-1.5874,-40.2669
Arizona Gastroenterology,Tucson,AZ,27,2.26,29.63,-0.4444,-0.2222,-0.3704,-0.3704,-0.1481,-0.3704,0.3149999999212499,0.2963,0.0119453924914471,-0.296275,0.0,11.11,8.99,Low,-0.5181,-0.4181,-0.352,-0.3727,-0.1527,-0.4606,-1.3274,-33.7169
Saint Alphonsus Regional Medical Center - Boise,Boise,ID,66,2.14,27.27,-0.3333,-0.2576,-0.303,-0.2576,-0.3182,-0.1818,0.28499999992875,0.2727,0.0784982935152244,-0.272725,0.0,11.09,8.94,Medium,-0.407,-0.4535,-0.2846,-0.2599,-0.3228,-0.272,-1.4474,-36.0769
Kool Smiles,Tucson,AZ,29,2.1,24.14,-0.0345,-0.3793,-0.2069,-0.2759,-0.069,-0.2069,0.27499999993125,0.2414,0.0153583617747178,-0.172425,0.0,11.07,8.9,Low,-0.1082,-0.5752,-0.1885,-0.2782,-0.0736,-0.2971,-1.4874,-39.2069
AdventHealth Centra Care Wesley Chapel,Wesley Chapel,FL,30,2.13,26.67,-0.2667,-0.2333,-0.1,-0.2333,-0.2667,-0.1,0.2824999999293749,0.2667,0.0170648464163531,-0.2166749999999999,0.0,11.06,8.86,Low,-0.3404,-0.4292,-0.0816,-0.2356,-0.2713,-0.1902,-1.4574,-36.6769
"Calvin Van Reken, MD",Reno,NV,25,2.16,28.0,-0.44,-0.16,-0.24,-0.04,-0.12,-0.24,0.2899999999275,0.28,0.0085324232081765,-0.24,0.0,11.03,8.81,Low,-0.5137,-0.3559,-0.2216,-0.0423,-0.1246,-0.3302,-1.4274,-35.3469
AdventHealth Centra Care Temple Terrace,Temple Terrace,FL,26,2.19,26.92,-0.1538,-0.3077,-0.0769,-0.5,-0.3462,-0.1538,0.297499999925625,0.2692,0.0102389078498118,-0.240375,0.0,11.0,8.77,Low,-0.2275,-0.5036,-0.0585,-0.5023,-0.3508,-0.244,-1.3974,-36.4269
Mill Woods Town Centre,Edmonton,AB,21,2.33,9.52,-0.0476,-0.1429,-0.1429,0.0,0.0476,-0.1429,0.332499999916875,0.0951999999999999,0.0017064846416353,-0.07145,0.0,10.95,8.68,Low,-0.1213,-0.3388,-0.1245,-0.0023,0.043,-0.2331,-1.2574,-53.8269
Santa Barbara Cottage Hospital,Santa Barbara,CA,54,2.13,25.93,-0.2593,-0.2222,-0.1481,-0.3148,-0.3333,-0.1667,0.2824999999293749,0.2593,0.0580204778156006,-0.2453749999999999,0.0,10.92,8.64,Medium,-0.333,-0.4181,-0.1297,-0.3171,-0.3379,-0.2569,-1.4574,-37.4169
Massage Envy - Wayne-PA,Wayne,PA,39,2.15,23.08,-0.1538,-0.3077,-0.2051,-0.2308,-0.2564,-0.0769,0.2874999999281249,0.2307999999999999,0.0324232081910709,-0.1987,0.0,10.91,8.6,Low,-0.2275,-0.5036,-0.1867,-0.2331,-0.261,-0.1671,-1.4374,-40.2669
Dental Arts of Santa Barbara,Santa Barbara,CA,26,2.15,26.92,-0.0385,-0.1538,-0.3462,-0.2692,-0.2692,-0.4615,0.2874999999281249,0.2692,0.0102389078498118,-0.23075,0.0,10.89,8.55,Low,-0.1122,-0.3497,-0.3278,-0.2715,-0.2738,-0.5517,-1.4374,-36.4269
Optical Outlets,Clearwater,FL,21,2.05,28.57,-0.1429,-0.0952,-0.3333,-0.4762,-0.3333,-0.2857,0.2624999999343749,0.2857,0.0017064846416353,-0.214275,0.0,10.76,8.51,Low,-0.2166,-0.2911,-0.3149,-0.4785,-0.3379,-0.3759,-1.5374,-34.7769
Abington - Lansdale Hospital,Lansdale,PA,33,2.12,27.27,-0.2727,-0.1212,-0.2121,-0.3939,-0.3636,-0.2121,0.27999999993,0.2727,0.022184300341259,-0.2424,0.0,10.7,8.47,Low,-0.3464,-0.3171,-0.1937,-0.3962,-0.3682,-0.3023,-1.4674,-36.0769
Coast Dental,Tampa,FL,92,2.1,27.17,-0.2391,-0.1304,-0.4348,-0.3261,-0.3587,-0.5109,0.27499999993125,0.2717,0.1228668941977425,-0.309775,0.0,10.69,8.42,Medium,-0.3128,-0.3263,-0.4164,-0.3284,-0.3633,-0.6011,-1.4874,-36.1769
St Francis Hospital & Health Centers,Indianapolis,IN,34,2.12,26.47,-0.1471,-0.2941,-0.1471,-0.3529,-0.2353,-0.2647,0.27999999993,0.2647,0.0238907849828943,-0.2353,0.0,10.67,8.38,Low,-0.2208,-0.49,-0.1287,-0.3552,-0.2399,-0.3549,-1.4674,-36.8769
Premier Dermatology & Cosmetic Surgery,Newark,DE,20,2.25,30.0,-0.4,-0.3,-0.1,-0.15,-0.25,-0.3,0.312499999921875,0.3,0.0,-0.3125,0.0,10.62,8.32,Low,-0.4737,-0.4959,-0.0816,-0.1523,-0.2546,-0.3902,-1.3374,-33.3469
Northwest Urgent Care,Green Valley,AZ,37,2.16,27.03,-0.2703,-0.1351,-0.3514,-0.2432,-0.3514,-0.2973,0.2899999999275,0.2703,0.0290102389078003,-0.263525,0.0,10.62,8.32,Low,-0.344,-0.331,-0.333,-0.2455,-0.356,-0.3875,-1.4274,-36.3169
Embassy Dental - Donelson,Donelson,TN,35,1.94,25.71,-0.0857,-0.1429,-0.4,-0.1143,-0.2,-0.2286,0.2349999999412499,0.2571,0.0255972696245296,-0.1643,0.0,10.58,8.25,Low,-0.1594,-0.3388,-0.3816,-0.1166,-0.2046,-0.3188,-1.6474,-37.6369
Quest Diagnostics,Philadelphia,PA,50,2.02,20.0,0.02,-0.36,-0.02,-0.26,-0.08,-0.18,0.25499999993625,0.2,0.0511945392490593,-0.15,0.0,10.42,8.21,Medium,-0.0537,-0.5559,-0.0016,-0.2623,-0.0846,-0.2702,-1.5674,-43.3469
Labcorp,Largo,FL,29,2.17,24.14,-0.1379,-0.3448,-0.0345,-0.4483,-0.1724,-0.2759,0.292499999926875,0.2414,0.0153583617747178,-0.23275,0.0,10.39,8.16,Low,-0.2116,-0.5407,-0.0161,-0.4506,-0.177,-0.3661,-1.4174,-39.2069
Preferred Home Care,Reno,NV,23,2.17,26.09,-0.3478,-0.2174,-0.2609,-0.2174,-0.2174,-0.2174,0.292499999926875,0.2609,0.0051194539249059,-0.25,0.0,10.37,8.12,Low,-0.4215,-0.4133,-0.2425,-0.2197,-0.222,-0.3076,-1.4174,-37.2569
American Dental Care,Doylestown,PA,25,2.04,28.0,-0.12,-0.2,-0.44,-0.04,-0.32,-0.28,0.259999999935,0.28,0.0085324232081765,-0.23,0.0,10.33,8.08,Low,-0.1937,-0.3959,-0.4216,-0.0423,-0.3246,-0.3702,-1.5474,-35.3469
Taylor Hospital,Ridley Park,PA,22,2.09,27.27,-0.2727,-0.1364,-0.2273,-0.3636,-0.1818,-0.3636,0.2724999999318749,0.2727,0.0034129692832706,-0.2386249999999999,0.0,10.27,8.03,Low,-0.3464,-0.3323,-0.2089,-0.3659,-0.1864,-0.4538,-1.4974,-36.0769
CVS Pharmacy,Sparks,NV,97,1.95,21.65,-0.1649,-0.3196,-0.134,-0.3608,-0.3196,-0.0515,0.2374999999406249,0.2165,0.1313993174059191,-0.2139,0.0,10.23,7.99,Medium,-0.2386,-0.5155,-0.1156,-0.3631,-0.3242,-0.1417,-1.6374,-41.6969
Quest Diagnostics,Sparks,NV,31,2.0,22.58,-0.1613,-0.2258,-0.129,-0.2581,-0.2258,-0.0323,0.2499999999375,0.2257999999999999,0.0187713310579884,-0.1613,0.0,10.2,7.95,Low,-0.235,-0.4217,-0.1106,-0.2604,-0.2304,-0.1225,-1.5874,-40.7669
Planned Parenthood - Elizabeth Blackwell Health Center,Philadelphia,PA,37,2.22,21.62,-0.2703,-0.2703,-0.2432,-0.3514,-0.2973,-0.1351,0.30499999992375,0.2162,0.0290102389078003,-0.24325,0.0,10.13,7.86,Low,-0.344,-0.4662,-0.2248,-0.3537,-0.3019,-0.2253,-1.3674,-41.7269
Specialists in Dermatology,Tucson,AZ,100,2.05,25.0,-0.36,-0.18,-0.28,-0.29,-0.34,-0.33,0.2624999999343749,0.25,0.136518771330825,-0.3025,0.0,10.12,7.82,High,-0.4337,-0.3759,-0.2616,-0.2923,-0.3446,-0.4202,-1.5374,-38.3469
American Family Care Nashville South,Nashville,TN,32,2.03,21.88,-0.1562,-0.0938,-0.2188,-0.2812,-0.25,-0.1875,0.2574999999356249,0.2188,0.0204778156996237,-0.171875,0.0,10.06,7.77,Low,-0.2299,-0.2897,-0.2004,-0.2835,-0.2546,-0.2777,-1.5574,-41.4669
Jefferson Torresdale Hospital,Philadelphia,PA,56,2.11,26.79,-0.2679,-0.3393,-0.2679,-0.3929,-0.3214,-0.25,0.2774999999306249,0.2678999999999999,0.0614334470988712,-0.2946499999999999,0.0,10.05,7.73,Medium,-0.3416,-0.5352,-0.2495,-0.3952,-0.326,-0.3402,-1.4774,-36.5569
Jefferson Abington Hospital,Abington,PA,86,2.05,22.09,-0.314,-0.2442,-0.2558,-0.3721,-0.3023,-0.1512,0.2624999999343749,0.2208999999999999,0.1126279863479306,-0.252925,0.0,10.03,7.69,Medium,-0.3877,-0.4401,-0.2374,-0.3744,-0.3069,-0.2414,-1.5374,-41.2569
Temple University Hospital ,Philadelphia,PA,79,2.1,25.32,-0.2911,-0.3291,-0.2658,-0.2152,-0.2911,-0.3165,0.27499999993125,0.2532,0.1006825938564834,-0.30695,0.0,9.95,7.64,Medium,-0.3648,-0.525,-0.2474,-0.2175,-0.2957,-0.4067,-1.4874,-38.0269
Northern Nevada Medical Group,Sparks,NV,23,2.17,26.09,-0.4783,-0.1304,-0.087,-0.087,-0.2609,-0.2174,0.292499999926875,0.2609,0.0051194539249059,-0.27175,0.0,9.94,7.6,Low,-0.552,-0.3263,-0.0686,-0.0893,-0.2655,-0.3076,-1.4174,-37.2569
Diagnostic Clinic Medical Group,Clearwater,FL,85,1.98,22.35,-0.4118,-0.1412,-0.3176,-0.2471,-0.2353,-0.1529,0.24499999993875,0.2235,0.1109215017062953,-0.2353,0.0,9.9,7.53,Medium,-0.4855,-0.3371,-0.2992,-0.2494,-0.2399,-0.2431,-1.6074,-40.9969
Gentle Dental Santa Barbara,Santa Barbara,CA,59,2.05,25.42,-0.1864,-0.2373,-0.322,-0.2881,-0.322,-0.322,0.2624999999343749,0.2542,0.0665529010237772,-0.266925,0.0,9.89,7.47,Medium,-0.2601,-0.4332,-0.3036,-0.2904,-0.3266,-0.4122,-1.5374,-37.9269
Northwest Medical Center,Tucson,AZ,145,2.0,21.38,-0.4276,-0.2966,-0.3103,-0.3103,-0.2828,-0.2276,0.2499999999375,0.2138,0.2133105802044141,-0.30865,0.0,9.87,7.43,High,-0.5013,-0.4925,-0.2919,-0.3126,-0.2874,-0.3178,-1.5874,-41.9669
Hollywood Nails & Spa,Clearwater,FL,29,2.03,24.14,-0.1379,-0.2759,-0.0345,-0.1724,-0.2414,-0.1724,0.2574999999356249,0.2414,0.0153583617747178,-0.2069,0.0,9.85,7.38,Low,-0.2116,-0.4718,-0.0161,-0.1747,-0.246,-0.2626,-1.5574,-39.2069
Delaware County Memorial Hospital,Drexel Hill,PA,32,2.0,28.12,-0.375,-0.2188,-0.1562,-0.4062,-0.1875,-0.2188,0.2499999999375,0.2812,0.0204778156996237,-0.250025,0.0,9.84,7.34,Low,-0.4487,-0.4147,-0.1378,-0.4085,-0.1921,-0.309,-1.5874,-35.2269
AdventHealth Tampa,Tampa,FL,85,2.04,23.53,-0.2941,-0.2588,-0.2353,-0.3294,-0.2118,-0.3529,0.259999999935,0.2353,0.1109215017062953,-0.2794,0.0,9.76,7.25,Medium,-0.3678,-0.4547,-0.2169,-0.3317,-0.2164,-0.4431,-1.5474,-39.8169
Center for Women's Health - Langhorne,Langhorne,PA,38,2.08,26.32,-0.2632,-0.3158,-0.2105,-0.1053,-0.2105,-0.2895,0.2699999999325,0.2632,0.0307167235494356,-0.26975,0.0,9.75,7.21,Low,-0.3369,-0.5117,-0.1921,-0.1076,-0.2151,-0.3797,-1.5074,-37.0269
Pima Heart & Vascular,Tucson,AZ,40,2.15,25.0,-0.55,-0.05,-0.325,-0.25,-0.225,-0.35,0.2874999999281249,0.25,0.0341296928327062,-0.29375,0.0,9.51,7.16,Medium,-0.6237,-0.2459,-0.3066,-0.2523,-0.2296,-0.4402,-1.4374,-38.3469
Patient First - Voorhees,Voorhees,NJ,24,2.08,25.0,-0.5833,-0.0833,-0.2083,-0.375,-0.1667,-0.1667,0.2699999999325,0.25,0.0068259385665412,-0.25,0.0,9.45,7.12,Low,-0.657,-0.2792,-0.1899,-0.3773,-0.1713,-0.2569,-1.5074,-38.3469
The Face Company,Saint Louis,MO,24,1.88,20.83,-0.125,-0.0417,-0.0417,0.0,-0.125,-0.2083,0.2199999999449999,0.2082999999999999,0.0068259385665412,-0.125,0.0,9.41,7.08,Low,-0.1987,-0.2376,-0.0233,-0.0023,-0.1296,-0.2985,-1.7074,-42.5169
Wiregrass Family Dental Care,Wesley Chapel,FL,28,2.0,25.0,-0.3214,-0.0357,-0.3929,-0.2857,-0.25,-0.3571,0.2499999999375,0.25,0.0136518771330825,-0.24105,0.0,9.13,7.03,Low,-0.3951,-0.2316,-0.3745,-0.288,-0.2546,-0.4473,-1.5874,-38.3469
AFC URGENT CARE SEMINOLE,Seminole,FL,37,1.97,24.32,-0.1622,-0.2973,-0.3243,-0.3514,-0.3243,-0.1622,0.242499999939375,0.2432,0.0290102389078003,-0.2365,0.0,9.06,6.97,Low,-0.2359,-0.4932,-0.3059,-0.3537,-0.3289,-0.2524,-1.6174,-39.0269
Massage Envy - Concord Pike,Wilmington,DE,41,2.12,17.07,-0.1463,-0.3415,-0.2195,-0.1707,-0.2195,-0.122,0.27999999993,0.1707,0.0358361774743415,-0.207325,0.0,9.06,6.97,Medium,-0.22,-0.5374,-0.2011,-0.173,-0.2241,-0.2122,-1.4674,-46.2769
Tucson Orthopedic Institute,Tucson,AZ,49,2.08,24.49,-0.449,-0.1429,-0.2041,-0.2857,-0.3673,-0.2245,0.2699999999325,0.2448999999999999,0.049488054607424,-0.295925,0.0,9.05,6.9,Medium,-0.5227,-0.3388,-0.1857,-0.288,-0.3719,-0.3147,-1.5074,-38.8569
Mercy Catholic Medical Center - Mercy Fitzgerald Campus,Darby,PA,23,2.17,26.09,-0.3043,-0.3478,-0.0435,-0.3043,-0.3478,-0.3043,0.292499999926875,0.2609,0.0051194539249059,-0.32605,0.0,8.85,6.86,Low,-0.378,-0.5437,-0.0251,-0.3066,-0.3524,-0.3945,-1.4174,-37.2569
Digestive Health Associates,Reno,NV,50,2.08,26.0,-0.42,-0.3,-0.3,-0.24,-0.26,-0.34,0.2699999999325,0.26,0.0511945392490593,-0.33,0.0,8.77,6.82,Medium,-0.4937,-0.4959,-0.2816,-0.2423,-0.2646,-0.4302,-1.5074,-37.3469
CVS Pharmacy,Riverview,FL,25,1.88,20.0,-0.12,-0.16,-0.2,-0.36,-0.24,-0.08,0.2199999999449999,0.2,0.0085324232081765,-0.15,0.0,8.73,6.77,Low,-0.1937,-0.3559,-0.1816,-0.3623,-0.2446,-0.1702,-1.7074,-43.3469
Embassy Dental - Hillsboro Village,Nashville,TN,72,1.93,22.22,-0.2361,-0.0556,-0.3472,-0.3333,-0.3611,-0.375,0.2324999999418749,0.2221999999999999,0.0887372013650362,-0.25695,0.0,8.72,6.73,Medium,-0.3098,-0.2515,-0.3288,-0.3356,-0.3657,-0.4652,-1.6574,-41.1269
Labcorp,Tampa,FL,43,2.0,23.26,-0.1395,-0.3953,-0.0233,-0.3023,-0.2791,-0.2326,0.2499999999375,0.2326,0.0392491467576122,-0.261625,0.0,8.67,6.69,Medium,-0.2132,-0.5912,-0.0049,-0.3046,-0.2837,-0.3228,-1.5874,-40.0869
American Dental Solutions,Pottstown,PA,31,2.23,22.58,-0.2903,-0.0323,-0.5484,-0.3226,-0.5484,-0.4839,0.307499999923125,0.2257999999999999,0.0187713310579884,-0.338725,0.0,8.38,6.56,Low,-0.364,-0.2282,-0.53,-0.3249,-0.553,-0.5741,-1.3574,-40.7669
Costco Pharmacy,Goleta,CA,30,1.87,20.0,-0.2,-0.0333,-0.3333,-0.5667,-0.3667,-0.1,0.217499999945625,0.2,0.0170648464163531,-0.175,0.0,8.28,6.51,Low,-0.2737,-0.2292,-0.3149,-0.569,-0.3713,-0.1902,-1.7174,-43.3469
HCA Florida Brandon Hospital,Brandon,FL,134,1.93,20.9,-0.3806,-0.3284,-0.2463,-0.4328,-0.291,-0.3806,0.2324999999418749,0.209,0.1945392491464257,-0.34515,0.0,8.22,6.47,High,-0.4543,-0.5243,-0.2279,-0.4351,-0.2956,-0.4708,-1.6574,-42.4469
Walmart Supercenter,Philadelphia,PA,192,1.62,8.33,-0.0938,-0.2708,-0.1406,-0.1927,-0.099,-0.1458,0.15499999996125,0.0833,0.2935153583612738,-0.15235,0.0,8.09,6.43,High,-0.1675,-0.4667,-0.1222,-0.195,-0.1036,-0.236,-1.9674,-55.0169
CVS Pharmacy,Mount Laurel,NJ,23,1.83,17.39,-0.2174,-0.087,-0.1304,-0.4348,-0.2609,0.0435,0.207499999948125,0.1739,0.0051194539249059,-0.13045,0.0,8.04,6.36,Low,-0.2911,-0.2829,-0.112,-0.4371,-0.2655,-0.0467,-1.7574,-45.9569
Florida Blue - Tampa Weshore,Tampa,FL,26,1.77,19.23,-0.3462,-0.0385,-0.3846,-0.1154,-0.1923,0.0385,0.192499999951875,0.1923,0.0102389078498118,-0.134625,0.0,8.04,6.36,Low,-0.4199,-0.2344,-0.3662,-0.1177,-0.1969,-0.0517,-1.8174,-44.1169
TriStar Summit Medical Center,Hermitage,TN,59,2.03,25.42,-0.3898,-0.322,-0.2881,-0.339,-0.3559,-0.3559,0.2574999999356249,0.2542,0.0665529010237772,-0.3559,0.0,7.96,6.3,Medium,-0.4635,-0.5179,-0.2697,-0.3413,-0.3605,-0.4461,-1.5574,-37.9269
Aspen Dental,Saint Petersburg,FL,30,2.07,26.67,-0.2667,-0.2333,-0.4667,-0.2,-0.4333,-0.4667,0.2674999999331249,0.2667,0.0170648464163531,-0.35,0.0,7.95,6.25,Low,-0.3404,-0.4292,-0.4483,-0.2023,-0.4379,-0.5569,-1.5174,-36.6769
